NSE/ASAHISONG,Asahi Songwon Colors Limited,Basic Materials
NSE/ASAL,Automotive Stampings and Assemblies Limited,Consumer Goods
NSE/ASHAPURMIN,Ashapura Minechem Limited,Basic Materials
NSE/ASHCONIUL,Ashco Niulab Industries Limited,Unavailable
NSE/ASHIANA,Ashiana Housing Limited,Financial
NSE/ASHIMASYN,Ashima Limited,Industrial Goods
NSE/ASHOKA,Ashoka Buildcon Limited,Industrial Goods
NSE/ASHOKLEY,Ashok Leyland Limited,Consumer Goods
NSE/ASIANHOTNR,Asian Hotels (North) Limited,Services
NSE/ASIANPAINT,Asian Paints Limited,Basic Materials
NSE/ASIANTILES,Asian Granito India Limited,Industrial Goods
NSE/ASIL,Amit Spinning Industries Limited,Unavailable
NSE/ASSAMCO,Assam Company India Limited,Consumer Goods
NSE/ASTEC,Astec LifeSciences Limited,Basic Materials
NSE/ASTERSILI,Aster Silicates Limited,Unavailable
NSE/ASTRAL,Astral Poly Technik Limited,Consumer Goods
NSE/ASTRAMICRO,Astra Microwave Products Limited,Technology
NSE/ASTRAZEN,AstraZeneca Pharma India Limited,Healthcare
NSE/ATFL,Agro Tech Foods Limited,Consumer Goods
NSE/ATLANTA,Atlanta Limited,Industrial Goods
NSE/ATLASCYCLE,Atlas Cycles (Haryana) Limited,Consumer Goods
NSE/ATNINTER,ATN International Limited,Unavailable
NSE/ATUL,Atul Limited,Unavailable
NSE/AURIONPRO,Aurionpro Solutions Limited,Technology
NSE/AUROPHARMA,Aurobindo Pharma Limited,Healthcare
NSE/AUSOMENT,Ausom Enterprise Limited,Financial
NSE/AUTOAXLES,Automotive Axles Limited,Consumer Goods
NSE/AUTOIND,Autoline Industries Limited,Consumer Goods
NSE/AUTOLITIND,Autolite (India) Limited,Consumer Goods
NSE/AVENTIS,Aventis Pharma Limited,Unavailable
NSE/AVTNPL,AVT Natural Products Limited,Basic Materials
NSE/AXISBANK,Axis Bank Limited,Financial
NSE/BAGFILMS,B.A.G Films and Media Limited,Services
NSE/BAJAJ_AUTO,Bajaj Auto Limited,Unavailable
NSE/BAJAJCORP,Bajaj Corp Limited,Consumer Goods
NSE/BAJAJELEC,Bajaj Electricals Limited,Consumer Goods
NSE/BAJAJFINSV,Bajaj Finserv Limited,Financial
NSE/BAJAJHIND,Bajaj Hindusthan Sugar Limited,Consumer Goods
NSE/BAJAJHLDNG,Bajaj Holdings & Investment Limited,Financial
NSE/BAJFINANCE,Bajaj Finance Limited,Financial
NSE/BALAJITELE,Balaji Telefilms Limited,Services
NSE/BALAMINES,Balaji Amines Limited,Basic Materials
NSE/BALKRISIND,Balkrishna Industries Limited,Consumer Goods
NSE/BALLARPUR,Ballarpur Industries Limited,Consumer Goods
NSE/BALMLAWRIE,Balmer Lawrie & Company Limited,Conglomerates
NSE/BALPHARMA,Bal Pharma Limited,Healthcare
NSE/BALRAMCHIN,Balrampur Chini Mills Limited,Consumer Goods
NSE/BANARISUG,Bannari Amman Sugars Limited,Unavailable
NSE/BANCOINDIA,Banco Products (I) Limited,Consumer Goods
NSE/BANG,Bang Overseas Limited,Consumer Goods
NSE/BANKBARODA,Bank of Baroda,Financial
NSE/BANKINDIA,Bank of India,Financial
NSE/BANSWRAS,Banswara Syntex Limited,Industrial Goods
NSE/BARTRONICS,Bartronics India Limited,Technology
NSE/BASF,BASF India Limited,Basic Materials
NSE/BASML,Bannari Amman Spinning Mills Limited,Unavailable
NSE/BATAINDIA,Bata India Limited,Consumer Goods
NSE/BATLIBOI,Batliboi Limited,Unavailable
NSE/BAYERCROP,Bayer Cropscience Limited,Basic Materials
NSE/BBL,Bharat Bijlee Limited,Industrial Goods
NSE/BBTC,Bombay Burmah Trading Corporation Limited,Consumer Goods
NSE/BEARDSELL,Beardsell Limited,Unavailable
NSE/BEDMUTHA,Bedmutha Industries Limited,Basic Materials
NSE/BEL,Bharat Electronics Limited,Industrial Goods
NSE/BELLCERATL,Bell Ceramics Limited,Unavailable
NSE/BEML,BEML Limited,Industrial Goods
NSE/BEPL,Bhansali Engineering Polymers Limited,Basic Materials
NSE/BERGEPAINT,Berger Paints (I) Limited,Basic Materials
NSE/BFINVEST,BF Investment Limited,Financial
NSE/BFUTILITIE,BF Utilities Limited,Industrial Goods
NSE/BGLOBAL,Bharatiya Global Infomedia Limited,Unavailable
NSE/BGRENERGY,BGR Energy Systems Limited,Industrial Goods
NSE/BHAGWATIHO,Bhagwati Banquets and Hotels Limited,Unavailable
NSE/BHAGYNAGAR,Bhagyanagar India Limited,Unavailable
NSE/BHARATFORG,Bharat Forge Limited,Consumer Goods
NSE/BHARATGEAR,Bharat Gears Limited,Consumer Goods
NSE/BHARATRAS,Bharat Rasayan Limited,Basic Materials
NSE/BHARTIARTL,Bharti Airtel Limited,Technology
NSE/BHARTISHIP,Bharati Shipyard Limited,Unavailable
NSE/BHEL,Bharat Heavy Electricals Limited,Industrial Goods
NSE/BHUSANSTL,Bhushan Steel Limited,Basic Materials
NSE/BIL,Bhartiya International Limited,Unavailable
NSE/BILPOWER,Bilpower  Limited,Industrial Goods
NSE/BIMETAL,Bimetal Bearings Limited,Unavailable
NSE/BINANIIND,Binani Industries Limited,Industrial Goods
NSE/BINDALAGRO,Oswal Chemicals & Fertilizers Limited,Financial
NSE/BIOCON,Biocon Limited,Healthcare
NSE/BIRLACORPN,Birla Corporation Limited,Industrial Goods
NSE/BIRLACOT,Birla Cotsyn (India) Limited,Unavailable
NSE/BIRLAERIC,Birla Ericsson Optical Limited,Unavailable
NSE/BIRLAPOWER,Birla Power Solutions Limited,Unavailable
NSE/BLBLIMITED,BLB Limited,Financial
NSE/BLISSGVS,Bliss GVS Pharma Limited,Healthcare
NSE/BLKASHYAP,B. L. Kashyap and Sons Limited,Industrial Goods
NSE/BLUECHIP,Blue Chip India Limited,Financial
NSE/BLUECOAST,Blue Coast Hotels Limited,Services
NSE/BLUEDART,Blue Dart Express Limited,Services
NSE/BLUESTARCO,Blue Star Limited,Industrial Goods
NSE/BLUESTINFO,Blue Star Infotech Limited,Unavailable
NSE/BOC,BOC India Limited,Unavailable
NSE/BODALCHEM,Bodal Chemicals Limited,Basic Materials
NSE/BOMDYEING,Bombay Dyeing & Mfg Company Limited,Industrial Goods
NSE/BOSCHLTD,Bosch Limited,Consumer Goods
NSE/BPCL,Bharat Petroleum Corporation Limited,Basic Materials
NSE/BPL,BPL Limited,Unavailable
NSE/BRANDHOUSE,Brandhouse Retails Limited,Unavailable
NSE/BRFL,Bombay Rayon Fashions Limited,Industrial Goods
NSE/BRIGADE,Brigade Enterprises Limited,Financial
NSE/BRITANNIA,Britannia Industries Limited,Consumer Goods
NSE/BROADCAST,Broadcast Initiatives Limited,Unavailable
NSE/BROOKS,Brooks Laboratories Limited,Healthcare
NSE/BSELINFRA,BSEL Infrastructure Realty Limited,Financial
NSE/BSL,BSL Limited,Industrial Goods
NSE/BSTRANSCOM,BS TransComm Limited,Unavailable
NSE/BVCL,Barak Valley Cements Limited,Industrial Goods
NSE/CADILAHC,Cadila Healthcare Limited,Healthcare
NSE/CAIRN,Cairn India Limited,Unavailable
NSE/CALSOFT,California Software Company Limited,Technology
NSE/CAMBRIDGE,Cambridge Solutions Limited,Unavailable
NSE/CAMLIN,Camlin Limited,Unavailable
NSE/CANBK,Canara Bank,Unavailable
NSE/CANDC,C & C Constructions Limited,Industrial Goods
NSE/CANFINHOME,Can Fin Homes Limited,Financial
NSE/CANTABIL,Cantabil Retail India Limited,Unavailable
NSE/CARBORUNIV,Carborundum Universal Limited,Industrial Goods
NSE/CAROLINFO,Carol Info Services Limited,Unavailable
NSE/CASTROL,Castrol India Limited,Unavailable
NSE/CCCL,Consolidated Construction Consortium Limited,Industrial Goods
NSE/CCL,CCL Products (India) Limited,Consumer Goods
NSE/CEATLTD,CEAT Limited,Consumer Goods
NSE/CEBBCO,Commercial Engineers & Body Builders Co Limited,Unavailable
NSE/CELEBRITY,Celebrity Fashions Limited,Consumer Goods
NSE/CELESTIAL,Celestial Biolabs Limited,Healthcare
NSE/CENTENKA,Century Enka Limited,Industrial Goods
NSE/CENTEXT,Century Extrusions Limited,Basic Materials
NSE/CENTRALBK,Central Bank of India,Financial
NSE/CENTUM,Centum Electronics Limited,Technology
NSE/CENTURYPLY,Century Plyboards (India) Limited,Industrial Goods
NSE/CENTURYTEX,Century Textiles & Industries Limited,Industrial Goods
NSE/CERA,Cera Sanitaryware Limited,Industrial Goods
NSE/CESC,CESC Limited,Utilities
NSE/CHAMBLFERT,Chambal Fertilizers & Chemicals Limited,Basic Materials
NSE/CHEMFALKAL,Chemfab Alkalis Limited,Unavailable
NSE/CHEMPLAST,Chemplast Sanmar Limited,Unavailable
NSE/CHENNPETRO,Chennai Petroleum Corporation Limited,Basic Materials
NSE/CHESLINTEX,Cheslind Textiles Limited,Unavailable
NSE/CHETTINAD,Chettinad Cement Corporation Limited,Unavailable
NSE/CHOLAFIN,Cholamandalam Investment and Finance Company Limited,Financial
NSE/CILNOVA,CIL Nova Petrochemicals Limited,Unavailable
NSE/CIMMCO,Cimmco Limited,Services
NSE/CINEMAX,Cinemax India Limited,Unavailable
NSE/CINEVISTA,Cinevista Limited,Services
NSE/CIPLA,Cipla Limited,Healthcare
NSE/CLASSIC,Classic Diamonds (India) Limited,Unavailable
NSE/CLNINDIA,Clariant Chemicals (India) Limited,Basic Materials
NSE/CLUTCHAUTO,Clutch Auto Limited,Unavailable
NSE/CMAHENDRA,C. Mahendra Exports Limited,Unavailable
NSE/CMC,CMC Limited,Unavailable
NSE/COALINDIA,Coal India Limited,Basic Materials
NSE/COLPAL,Colgate Palmolive (India) Limited,Consumer Goods
NSE/COMPUAGE,Compuage Infocom Limited,Unavailable
NSE/CONCOR,Container Corporation of India Limited,Services
NSE/CONSOFINVT,Consolidated Finvest & Holdings Limited,Financial
NSE/CORAL_HUB,Coral Hub Limited,Unavailable
NSE/CORDSCABLE,Cords Cable Industries Limited,Technology
NSE/COREEDUTEC,CORE Education & Technologies Limited,Unavailable
NSE/COROENGG,Coromandel Engineering Company Limited,Unavailable
NSE/COROMANDEL,Coromandel International Limited,Basic Materials
NSE/CORPBANK,Corporation Bank,Financial
NSE/COSMOFILMS,Cosmo Films Limited,Consumer Goods
NSE/CPIL,Career Point Infosystems Limited,Unavailable
NSE/CREATIVEYE,Creative Eye Limited,Services
NSE/CRESTANI,Crest Animation Studios Limited,Unavailable
NSE/CREWBOS,Crew B.O.S. Products Limited,Unavailable
NSE/CRISIL,CRISIL Limited,Financial
NSE/CROMPGREAV,Crompton Greaves Limited,Unavailable
NSE/CRONIMET,Cronimet Alloys India Limited,Unavailable
NSE/CTE,Cambridge Technology Enterprises Limited,Technology
NSE/CUB,City Union Bank Limited,Financial
NSE/CUBEXTUB,Cubex Tubings Limited,Basic Materials
NSE/CUMMINSIND,Cummins India Limited,Industrial Goods
NSE/CURATECH,Cura Technologies Limited,Technology
NSE/CYBERMEDIA,Cyber Media (India) Limited,Services
NSE/CYBERTECH,Cybertech Systems And Software Limited,Technology
NSE/DAAWAT,LT Foods Limited,Consumer Goods
NSE/DABUR,Dabur India Limited,Unavailable
NSE/DALMIABEL,Dalmia Bharat Enterprises Limited,Unavailable
NSE/DALMIASUG,Dalmia Bharat Sugar and Industries Limited,Consumer Goods
NSE/DATAMATICS,Datamatics Global Services Limited,Services
NSE/DBCORP,D.B.Corp Limited,Services
NSE/DBREALTY,D B Realty Limited,Financial
NSE/DCB,Development Credit Bank Limited,Unavailable
NSE/DCHL,Deccan Chronicle Holdings Limited,Unavailable
NSE/DCM,DCM Limited,Industrial Goods
NSE/DCMSRMCONS,DCM Shriram Consolidated Limited,Unavailable
NSE/DCW,DCW Limited,Basic Materials
NSE/DECCANCE,Deccan Cements Limited,Industrial Goods
NSE/DECOLIGHT,Decolight Ceramics Limited,Unavailable
NSE/DEEPAKFERT,Deepak Fertilizers and Petrochemicals Corporation Limited,Basic Materials
NSE/DEEPAKNTR,Deepak Nitrite Limited,Unavailable
NSE/DEEPIND,Deep Industries Limited,Basic Materials
NSE/DELTACORP,Delta Corp Limited,Services
NSE/DELTAMAGNT,Delta Magnets Limited,Industrial Goods
NSE/DEN,Den Networks Limited,Services
NSE/DENABANK,Dena Bank,Financial
NSE/DENORA,De Nora India Limited,Technology
NSE/DENSO,Denso India Limited,Unavailable
NSE/DEWANHOUS,Dewan Housing Finance Corporation Limited,Unavailable
NSE/DHAMPURSUG,Dhampur Sugar Mills Limited,Consumer Goods
NSE/DHANBANK,Dhanlaxmi Bank Limited,Financial
NSE/DHANUKA,Dhanuka Agritech Limited,Basic Materials
NSE/DHARSUGAR,Dharani Sugars & Chemicals Limited,Consumer Goods
NSE/DIAPOWER,Diamond Power Infra Ltd,Industrial Goods
NSE/DICIND,DIC India Limited,Basic Materials
NSE/DIGJAM,Digjam Limited,Unavailable
NSE/DISHMAN,Dishman Pharmaceuticals and Chemicals Limited,Unavailable
NSE/DISHTV,Dish TV India Limited,Services
NSE/DIVISLAB,Divi's Laboratories Limited,Healthcare
NSE/DLF,DLF Limited,Financial
NSE/DLINKINDIA,D-Link (India) Limited,Technology
NSE/DOLPHINOFF,Dolphin Offshore Enterprises (India) Limited,Basic Materials
NSE/DONEAR,Donear Industries Limited,Industrial Goods
NSE/DPSCLTD,DPSC Limited,Utilities
NSE/DPTL,Dhunseri Petrochem & Tea Limited,Unavailable
NSE/DQE,DQ Entertainment (International) Limited,Technology
NSE/DREDGECORP,Dredging Corporation of India Limited,Services
NSE/DRREDDY,Dr. Reddy's Laboratories Limited,Healthcare
NSE/DSKULKARNI,DS Kulkarni Developers Limited,Financial
NSE/DWARKESH,Dwarikesh Sugar Industries Limited,Consumer Goods
NSE/DYNAMATECH,Dynamatic Technologies Limited,Consumer Goods
NSE/EASTSILK,Eastern Silk Industries Limited,Unavailable
NSE/ECEIND,ECE Industries Limited,Industrial Goods
NSE/ECLERX,eClerx Services Limited,Services
NSE/EDELWEISS,Edelweiss Financial Services Limited,Financial
NSE/EDL,Empee Distilleries Limited,Consumer Goods
NSE/EDSERV,Edserv Softsystems Limited,Unavailable
NSE/EDUCOMP,Educomp Solutions Limited,Services
NSE/EICHERMOT,Eicher Motors Limited,Unavailable
NSE/EIDPARRY,EID Parry India Limited,Consumer Goods
NSE/EIHAHOTELS,EIH Associated Hotels Limited,Services
NSE/EIHOTEL,EIH Limited,Unavailable
NSE/EIMCOELECO,Eimco Elecon (India) Limited,Unavailable
NSE/EKC,Everest Kanto Cylinder Limited,Industrial Goods
NSE/ELDERPHARM,Elder Pharmaceuticals Limited,Unavailable
NSE/ELECON,Elecon Engineering Company Limited,Unavailable
NSE/ELECTCAST,Electrosteel Castings Limited,Industrial Goods
NSE/ELFORGE,EL Forge Limited,Unavailable
NSE/ELGIEQUIP,Elgi Equipments Limited,Industrial Goods
NSE/ELNET,Elnet Technologies Limited,Unavailable
NSE/EMAMIINFRA,Emami Infrastructure Limited,Financial
NSE/EMAMILTD,Emami Limited,Consumer Goods
NSE/EMCO,Emco Limited,Industrial Goods
NSE/EMKAY,Emkay Global Financial Services Limited,Financial
NSE/EMMBI,Emmbi Industries Limited,Consumer Goods
NSE/EMPEESUG,Empee Sugars and Chemicals Limited,Unavailable
NSE/ENERGYDEV,Energy Development Company Limited,Utilities
NSE/ENGINERSIN,Engineers India Limited,Industrial Goods
NSE/ENIL,Entertainment Network (India) Limited,Services
NSE/EONELECT,Eon Electric Limited,Unavailable
NSE/ERAINFRA,Era Infra Engineering Limited,Unavailable
NSE/EROSMEDIA,Eros International Media Limited,Services
NSE/ESABINDIA,Esab India Limited,Industrial Goods
NSE/ESCORTS,Escorts Limited,Unavailable
NSE/ESL,Electrosteel Steels Limited,Basic Materials
NSE/ESSAROIL,Essar Oil Limited,Unavailable
NSE/ESSARPORTS,Essar Ports Limited,Unavailable
NSE/ESSDEE,Ess Dee Aluminium Limited,Consumer Goods
NSE/ESSELPACK,Essel Propack Limited,Unavailable
NSE/ESTER,Ester Industries Limited,Consumer Goods
NSE/EUROMULTI,Euro Multivision Limited,Utilities
NSE/EUROTEXIND,Eurotex Industries and Exports Limited,Industrial Goods
NSE/EVEREADY,Eveready Industries India Limited,Unavailable
NSE/EVERESTIND,Everest Industries Limited,Industrial Goods
NSE/EVERONN,Everonn Education Limited,Unavailable
NSE/EXCELCROP,Excel Crop Care Limited,Basic Materials
NSE/EXCELINDUS,Excel Industries Limited,Basic Materials
NSE/EXCELINFO,Excel Infoways Limited,Unavailable
NSE/EXIDEIND,Exide Industries Limited,Consumer Goods
NSE/FACT,Fertilizers and Chemicals Travancore Limited,Basic Materials
NSE/FAGBEARING,FAG Bearings India Limited,Unavailable
NSE/FAME,Fame India Limited,Unavailable
NSE/FARMAXIND,Farmax India Limited,Consumer Goods
NSE/FCH,Future Capital Holdings Limited,Unavailable
NSE/FCSSOFT,FCS Software Solutions Limited,Technology
NSE/FDC,FDC Limited,Healthcare
NSE/FEDDERLOYD,Fedders Lloyd Corporation Limited,Unavailable
NSE/FEDERALBNK,The Federal Bank Limited,Financial
NSE/FIEMIND,Fiem Industries Limited,Consumer Goods
NSE/FILATEX,Filatex India Limited,Industrial Goods
NSE/FINANTECH,Financial Technologies (India) Limited,Unavailable
NSE/FINCABLES,Finolex Cables Limited,Technology
NSE/FINPIPE,Finolex Industries Limited,Unavailable
NSE/FIRSTLEASE,First Leasing Company of India Limited,Unavailable
NSE/FIRSTWIN,First Winner Industries Limited,Industrial Goods
NSE/FKONCO,Fresenius Kabi Oncology Limited,Unavailable
NSE/FLEXITUFF,Flexituff International Limited,Industrial Goods
NSE/FMGOETZE,Federal-Mogul Goetze (India) Limited.,Consumer Goods
NSE/FORTIS,Fortis Healthcare Limited,Healthcare
NSE/FOSECOIND,Foseco India Limited,Basic Materials
NSE/FSL,Firstsource Solutions Limited,Services
NSE/FTCPOF5YDV,Franklin Templeton Capital Protection Oriented Fund,Unavailable
NSE/FTCPOF5YGR,Franklin Templeton Capital Protection Oriented Fund,Unavailable
NSE/FTCSF5YDIV,Franklin Templeton Mutual Fund-Capital Safety Fund-5Y Dividend Option,Unavailable
NSE/FTCSF5YGRO,Franklin Templeton Mutual Fund-Capital Safety Fund-5Y (Growth Option),Unavailable
NSE/FUTUREVENT,Future Ventures India Limited,Unavailable
NSE/GABRIEL,Gabriel India Limited,Consumer Goods
NSE/GAEL,Gujarat Ambuja Exports Limited,Consumer Goods
NSE/GAIL,GAIL (India) Limited,Utilities
NSE/GAL,Gyscoal Alloys Limited,Basic Materials
NSE/GALLANTT,Gallantt Metal Limited,Basic Materials
NSE/GAMMNINFRA,Gammon Infrastructure Projects Limited,Industrial Goods
NSE/GAMMONIND,Gammon India Limited,Industrial Goods
NSE/GANDHITUBE,Gandhi Special Tubes Limited,Industrial Goods
NSE/GANESHHOUC,Ganesh Housing Corporation Limited,Financial
NSE/GANGOTRI,Gangotri Textiles Limited,Industrial Goods
NSE/GARDENSILK,Garden Silk Mills Limited,Industrial Goods
NSE/GARWALLROP,Garware Wall Ropes Limited,Industrial Goods
NSE/GATI,GATI Limited,Services
NSE/GAYAPROJ,Gayatri Projects Limited,Industrial Goods
NSE/GDL,Gateway Distriparks Limited,Services
NSE/GEECEE,GeeCee Ventures Limited,Financial
NSE/GEINDSYS,GEI Industrial Systems Limited,Unavailable
NSE/GEMINI,Gemini Communication Limited,Technology
NSE/GENESYS,Genesys International Corporation Limited,Technology
NSE/GENUSPOWER,Genus Power Infrastructures Limited,Technology
NSE/GEODESIC,Geodesic Limited,Unavailable
NSE/GEOJITBNPP,Geojit BNP Paribas Financial Services Limited,Unavailable
NSE/GEOMETRIC,Geometric Limited,Unavailable
NSE/GESHIP,The Great Eastern Shipping Company Limited,Services
NSE/GHCL,GHCL Limited,Basic Materials
NSE/GICHSGFIN,GIC Housing Finance Limited,Financial
NSE/GILLANDERS,Gillanders Arbuthnot & Company Limited,Industrial Goods
NSE/GILLETTE,Gillette India Limited,Consumer Goods
NSE/GINNIFILA,Ginni Filaments Limited,Unavailable
NSE/GIPCL,Gujarat Industries Power Company Limited,Unavailable
NSE/GISOLUTION,GI Engineering Solutions Limited,Industrial Goods
NSE/GITANJALI,Gitanjali Gems Limited,Services
NSE/GKB,GKB Ophthalmics Limited,Unavailable
NSE/GKWLIMITED,GKW Limited,Services
NSE/GLAXO,GlaxoSmithKline Pharmaceuticals Limited,Healthcare
NSE/GLENMARK,Glenmark Pharmaceuticals Limited,Healthcare
NSE/GLFL,Gujarat Lease Financing Limited,Financial
NSE/GLOBALVECT,Global Vectra Helicorp Limited,Services
NSE/GLOBOFFS,Global Offshore Services Limited,Services
NSE/GLOBUSSPR,Globus Spirits Limited,Consumer Goods
NSE/GLODYNE,Glodyne Technoserve Limited,Unavailable
NSE/GLORY,Glory Polyfilms Limited,Unavailable
NSE/GMBREW,GM Breweries Limited,Consumer Goods
NSE/GMDCLTD,Gujarat Mineral Development Corporation Limited,Basic Materials
NSE/GMRINFRA,GMR Infrastructure Limited,Industrial Goods
NSE/GNFC,Gujarat Narmada Valley Fertilizers and Chemicals Limited,Unavailable
NSE/GOACARBON,Goa Carbon Limited,Basic Materials
NSE/GODFRYPHLP,Godfrey Phillips India Limited,Consumer Goods
NSE/GODREJCP,Godrej Consumer Products Limited,Consumer Goods
NSE/GODREJIND,Godrej Industries Limited,Basic Materials
NSE/GODREJPROP,Godrej Properties Limited,Financial
NSE/GOENKA,Goenka Diamond and Jewels Limited,Services
NSE/GOKEX,Gokaldas Exports Limited,Unavailable
NSE/GOKUL,Gokul Refoils and Solvent Limited,Consumer Goods
NSE/GOLDENTOBC,Golden Tobacco Limited,Consumer Goods
NSE/GOLDIAM,Goldiam International Limited,Services
NSE/GOLDINFRA,Goldstone Infratech Limited,Industrial Goods
NSE/GOLDTECH,Goldstone Technologies Limited,Technology
NSE/GPIL,Godawari Power And Ispat limited,Basic Materials
NSE/GPPL,Gujarat Pipavav Port Limited,Services
NSE/GRABALALK,Grabal Alok Impex Limited,Unavailable
NSE/GRANULES,Granules India Limited,Healthcare
NSE/GRAPHITE,Graphite India Limited,Unavailable
NSE/GRASIM,Grasim Industries Limited,Unavailable
NSE/GRAVITA,Gravita India Limited,Industrial Goods
NSE/GREAVESCOT,Greaves Cotton Limited,Industrial Goods
NSE/GREENPLY,Greenply Industries Limited,Industrial Goods
NSE/GREENPOWER,Orient Green Power Company Limited,Utilities
